No.	NAME	SsCH3	SssCH2	SdsCH	SsssCH	SdssC	SaasC	SssssC	SsssN	SaaN	SaaS	NssCH2	NdsCH	NaaCH	NdssC	NaasC	NssssC	NsNH2	NssNH	NsssN	NdsN	NsNH3+	NaasN	NsOH	minssCH2	minsssCH	mindssC	minaasC	minsssN	mindO	MaxsCH3	MaxssCH2	MaxaaCH	MaxsssCH	MaxdssC	MaxaasC	MaxssNH	MaxsssN	MaxaaN	MaxsOH	MaxssO	gmax
505	Cefotaxime	2.43580153901267	-0.0891740969311663	0	-1.66213836923658	-3.81786408196325	0.39828302148548	0	1.01512148841018	3.97146879226484	1.10053566115643	2	0	1	7	2	0	1	1	1	1	0	0	0	-0.268784891279515	-0.995218306458386	-1.56929495081371	0.176633719734682	1.01512148841018	11.0196715609597	1.24782054663916	0.179610794348348	1.50918999640233	-0.666920062778198	0.239962418800803	0.221649301750798	2.52328551482321	1.01512148841018	3.97146879226484	0	4.85065342250414	12.647069072502
506	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
507	Nalidixic acid	3.670205813807	0.535231481481481	1.28416666666667	0	-2.3315943877551	1.58513888888889	0	1.6337962962963	4.2573365457294	0	1	1	2	3	3	0	0	0	1	0	0	0	0	0.535231481481481	0	-1.45863425925926	0.304768518518519	1.6337962962963	10.8556834215168	1.85415532879819	0.535231481481481	1.68332577475435	0	-0.328700869236583	0.778055555555556	0	1.6337962962963	4.2573365457294	0	0	11.8751927437642
508	Cephalothin	1.21425127949888	0.221828234762939	0	-1.2908782648862	-2.82958288853022	0.876309645660607	0	1.09565310846561	0	1.4436404440055	3	0	3	6	1	0	0	1	1	0	0	0	0	-0.210763579804435	-0.780474353321576	-1.50540358556186	0.876309645660607	1.09565310846561	10.9490923729647	1.21425127949888	0.266205462123121	1.85854239093243	-0.510403911564626	0.303853784052648	0.876309645660607	2.66255516712858	1.09565310846561	0	0	4.84700641049924	12.3999133125472
509	Ceftazidime	2.36484595907694	0.538486553528559	0	-1.77378029992861	-4.73322087425793	0.127326342240335	-1.8643296574301	1.09785100997087	3.97964542485081	1.0135615002702	2	0	6	7	2	1	1	1	1	1	0	1	0	0.248305047424434	-1.0758225728563	-1.56640289419973	0.00608030951593674	1.09785100997087	11.2540834350262	1.18242297953847	0.290181506104125	1.82394241934334	-0.697957727072311	0.494155506210674	0.121246032724398	2.52053615871662	1.09785100997087	3.97964542485081	0	5.01634544348005	13.0987030900551
510	Cefaclor	0	0.232564354636865	0	-2.28001508216455	-2.83642396400964	0.618788029100529	0	1.04644935752079	0	0	1	0	5	5	1	0	1	1	1	0	0	0	0	0.232564354636865	-0.915387552140198	-1.50980233734653	0.618788029100529	1.04644935752079	11.1583778611981	0	0.232564354636865	1.80324112070574	-0.527941337028639	0.0512624774682862	0.618788029100529	2.58291005291005	1.04644935752079	0	0	0	12.2636093614401
511	Piperacillin	5.09413246473651	0.481691248097151	0	-4.00883027237267	-5.35120019468679	0.393486670131016	-0.820220022949099	3.2722368893291	0	0	3	0	5	6	1	1	0	2	3	0	0	0	0	-0.0259371655919902	-1.27406722411187	-1.37042919259829	0.393486670131016	0.757684851590876	11.6232308229334	1.72071880170566	0.329658359713391	1.71935471935729	-0.603893083409747	-0.55997665711549	0.393486670131016	2.62022287136465	1.32155199368902	0	0	0	13.3071476951279
512	Cefotaxime	2.43580153901267	-0.0891740969311663	0	-1.66213836923658	-3.81786408196325	0.39828302148548	0	1.01512148841018	3.97146879226484	1.10053566115643	2	0	1	7	2	0	1	1	1	1	0	0	0	-0.268784891279515	-0.995218306458386	-1.56929495081371	0.176633719734682	1.01512148841018	11.0196715609597	1.24782054663916	0.179610794348348	1.50918999640233	-0.666920062778198	0.239962418800803	0.221649301750798	2.52328551482321	1.01512148841018	3.97146879226484	0	4.85065342250414	12.647069072502
513	Cephalothin	1.21425127949888	0.221828234762939	0	-1.2908782648862	-2.82958288853022	0.876309645660607	0	1.09565310846561	0	1.4436404440055	3	0	3	6	1	0	0	1	1	0	0	0	0	-0.210763579804435	-0.780474353321576	-1.50540358556186	0.876309645660607	1.09565310846561	10.9490923729647	1.21425127949888	0.266205462123121	1.85854239093243	-0.510403911564626	0.303853784052648	0.876309645660607	2.66255516712858	1.09565310846561	0	0	4.84700641049924	12.3999133125472
514	Cefoxitin	1.25926988655885	-0.196291332508415	0	-0.8032279856387	-4.08693468882462	0.810080012452952	-1.68473855977576	0.970346041194255	0	1.39913340507881	3	0	3	6	1	1	1	1	1	0	0	0	0	-0.382077591520233	-0.8032279856387	-1.60061522577351	0.810080012452952	0.970346041194255	10.8042212713764	1.25926988655885	0.12196935101201	1.82791668231565	-0.8032279856387	0.16945847037162	0.810080012452952	2.5835273893508	0.970346041194255	0	0	5.32501044553624	12.8032312137818
515	Ceftazidime	2.36484595907694	0.538486553528559	0	-1.77378029992861	-4.73322087425793	0.127326342240335	-1.8643296574301	1.09785100997087	3.97964542485081	1.0135615002702	2	0	6	7	2	1	1	1	1	1	0	1	0	0.248305047424434	-1.0758225728563	-1.56640289419973	0.00608030951593674	1.09785100997087	11.2540834350262	1.18242297953847	0.290181506104125	1.82394241934334	-0.697957727072311	0.494155506210674	0.121246032724398	2.52053615871662	1.09785100997087	3.97964542485081	0	5.01634544348005	13.0987030900551
516	Piperacillin	5.09413246473651	0.481691248097151	0	-4.00883027237267	-5.35120019468679	0.393486670131016	-0.820220022949099	3.2722368893291	0	0	3	0	5	6	1	1	0	2	3	0	0	0	0	-0.0259371655919902	-1.27406722411187	-1.37042919259829	0.393486670131016	0.757684851590876	11.6232308229334	1.72071880170566	0.329658359713391	1.71935471935729	-0.603893083409747	-0.55997665711549	0.393486670131016	2.62022287136465	1.32155199368902	0	0	0	13.3071476951279
517	Cefmetazole	2.92942536013	0.642662881295464	0	-0.751794873813722	-2.4074255336381	0.495951983284252	-1.66484166351726	1.0838458207357	11.0735645291712	0	4	0	0	5	1	1	0	1	1	0	0	1	0	-0.0276338919125301	-0.751794873813722	-1.48523552907797	0.495951983284252	1.0838458207357	11.8353941290022	1.65824732063035	0.291867929449098	0	-0.751794873813722	0.484449372660502	0.495951983284252	2.54914714207283	1.0838458207357	3.83486942671118	0	5.34115991825768	12.9070996315193
518	Aztreonam	3.50566727299276	0	0	-2.43718465241035	-4.2544783425499	0.00763838014672391	-1.88877769429244	0.0885917507116101	3.84140705047451	0.959080400436371	0	0	1	4	2	1	1	1	1	1	0	0	0	0	-1.31337196607038	-1.60380834538437	-0.0677074278785583	0.0885917507116101	11.0095710992284	1.24518897293383	0	1.3368585180986	-1.12381268633997	-0.508605914588057	0.0753458080252822	2.20779809145881	0.0885917507116101	3.84140705047451	0	4.84782389035861	12.5308919123205
519	Cefamandole	1.66481078490413	0.605578394123842	0	-2.94473821181655	-2.42188035117373	0.902887807001021	0	1.13309523809524	11.0881206528235	0	2	0	5	5	2	0	0	1	1	0	0	1	1	0.26862470968098	-1.43077877619045	-1.45885452303562	0.396131452133264	1.13309523809524	11.7963031887365	1.66481078490413	0.336953684442862	1.75464108314701	-0.58558510749979	0.510830378702854	0.506756354867758	2.52777053587479	1.13309523809524	3.83981096580308	10.2269010097228	0	12.6857432602671
520	Nalidixic acid	3.670205813807	0.535231481481481	1.28416666666667	0	-2.3315943877551	1.58513888888889	0	1.6337962962963	4.2573365457294	0	1	1	2	3	3	0	0	0	1	0	0	0	0	0.535231481481481	0	-1.45863425925926	0.304768518518519	1.6337962962963	10.8556834215168	1.85415532879819	0.535231481481481	1.68332577475435	0	-0.328700869236583	0.778055555555556	0	1.6337962962963	4.2573365457294	0	0	11.8751927437642
521	Cefoxitin	1.25926988655885	-0.196291332508415	0	-0.8032279856387	-4.08693468882462	0.810080012452952	-1.68473855977576	0.970346041194255	0	1.39913340507881	3	0	3	6	1	1	1	1	1	0	0	0	0	-0.382077591520233	-0.8032279856387	-1.60061522577351	0.810080012452952	0.970346041194255	10.8042212713764	1.25926988655885	0.12196935101201	1.82791668231565	-0.8032279856387	0.16945847037162	0.810080012452952	2.5835273893508	0.970346041194255	0	0	5.32501044553624	12.8032312137818
522	Ceftriaxone	2.66112025360599	0.235790787170623	0	-1.7253048134492	-5.0752718353041	0.368899274924752	0	2.15837196512063	3.98956390285809	1.0903705400865	2	0	1	9	2	0	1	1	2	2	0	0	0	0.0415628033538944	-1.02742728034485	-1.566214252485	0.161036025073551	1.04539097274712	11.3177087432045	1.41984389720709	0.194227983816728	1.5026790660498	-0.697877533104356	0.346674436941393	0.207863249851202	2.5441240519336	1.11298099237351	3.98956390285809	0	4.71020964703699	12.8820826936912
523	Nalidixic acid	3.670205813807	0.535231481481481	1.28416666666667	0	-2.3315943877551	1.58513888888889	0	1.6337962962963	4.2573365457294	0	1	1	2	3	3	0	0	0	1	0	0	0	0	0.535231481481481	0	-1.45863425925926	0.304768518518519	1.6337962962963	10.8556834215168	1.85415532879819	0.535231481481481	1.68332577475435	0	-0.328700869236583	0.778055555555556	0	1.6337962962963	4.2573365457294	0	0	11.8751927437642
524	Nalidixic acid	3.670205813807	0.535231481481481	1.28416666666667	0	-2.3315943877551	1.58513888888889	0	1.6337962962963	4.2573365457294	0	1	1	2	3	3	0	0	0	1	0	0	0	0	0.535231481481481	0	-1.45863425925926	0.304768518518519	1.6337962962963	10.8556834215168	1.85415532879819	0.535231481481481	1.68332577475435	0	-0.328700869236583	0.778055555555556	0	1.6337962962963	4.2573365457294	0	0	11.8751927437642
525	Cefamandole	1.66481078490413	0.605578394123842	0	-2.94473821181655	-2.42188035117373	0.902887807001021	0	1.13309523809524	11.0881206528235	0	2	0	5	5	2	0	0	1	1	0	0	1	1	0.26862470968098	-1.43077877619045	-1.45885452303562	0.396131452133264	1.13309523809524	11.7963031887365	1.66481078490413	0.336953684442862	1.75464108314701	-0.58558510749979	0.510830378702854	0.506756354867758	2.52777053587479	1.13309523809524	3.83981096580308	10.2269010097228	0	12.6857432602671
526	Sulbenicillin	3.27279782900815	0	0	-4.95608261103008	-3.18271821666122	-0.0132908032039971	-0.845159160599501	1.10532360166289	0	0	0	0	5	3	1	1	0	1	1	0	0	0	0	0	-2.00286979297892	-1.40516241965106	-0.0132908032039971	1.10532360166289	11.3798824908277	1.63639891450407	0	1.59776472342115	-0.675806038464768	-0.656728132611068	-0.0132908032039971	2.29646116780045	1.10532360166289	0	0	0	12.5054738284203
527	BL-S217	3.10692791792734	0.174226265556151	0	-1.3263872768779	-2.87669120104324	0.920498299016066	0	1.09485591458806	0	0	3	0	4	6	1	0	0	1	1	0	0	1	0	-0.217611006991523	-0.799723324514991	-1.5107638952201	0.920498299016066	1.09485591458806	10.9952419525529	1.89281249158629	0.257136483217555	1.88169053908058	-0.526663952362907	0.298493474394414	0.920498299016066	2.67319866990006	1.09485591458806	0	0	4.8642019048873	12.4970356549415
528	Cefotaxime	2.43580153901267	-0.0891740969311663	0	-1.66213836923658	-3.81786408196325	0.39828302148548	0	1.01512148841018	3.97146879226484	1.10053566115643	2	0	1	7	2	0	1	1	1	1	0	0	0	-0.268784891279515	-0.995218306458386	-1.56929495081371	0.176633719734682	1.01512148841018	11.0196715609597	1.24782054663916	0.179610794348348	1.50918999640233	-0.666920062778198	0.239962418800803	0.221649301750798	2.52328551482321	1.01512148841018	3.97146879226484	0	4.85065342250414	12.647069072502
529	Cefaclor	0	0.232564354636865	0	-2.28001508216455	-2.83642396400964	0.618788029100529	0	1.04644935752079	0	0	1	0	5	5	1	0	1	1	1	0	0	0	0	0.232564354636865	-0.915387552140198	-1.50980233734653	0.618788029100529	1.04644935752079	11.1583778611981	0	0.232564354636865	1.80324112070574	-0.527941337028639	0.0512624774682862	0.618788029100529	2.58291005291005	1.04644935752079	0	0	0	12.2636093614401
530	Cefotaxime	2.43580153901267	-0.0891740969311663	0	-1.66213836923658	-3.81786408196325	0.39828302148548	0	1.01512148841018	3.97146879226484	1.10053566115643	2	0	1	7	2	0	1	1	1	1	0	0	0	-0.268784891279515	-0.995218306458386	-1.56929495081371	0.176633719734682	1.01512148841018	11.0196715609597	1.24782054663916	0.179610794348348	1.50918999640233	-0.666920062778198	0.239962418800803	0.221649301750798	2.52328551482321	1.01512148841018	3.97146879226484	0	4.85065342250414	12.647069072502
531	Nocardicin B	0	0.0721825567930852	0	-3.37516957292075	-4.74206652983284	0.714799025124864	0	1.00531079912105	0	0	3	0	8	5	4	0	0	1	1	1	1	0	2	-0.130232653812858	-1.40712407578848	-1.52399815609673	-0.0750234458993995	1.00531079912105	10.6732364642739	0	0.132754074186435	1.47544720486144	-0.921884136667844	-0.391148490808934	0.369778760831649	2.39794786204821	1.00531079912105	0	9.38711191703095	5.40617978836166	12.6082962633707
532	Piperacillin	5.09413246473651	0.481691248097151	0	-4.00883027237267	-5.35120019468679	0.393486670131016	-0.820220022949099	3.2722368893291	0	0	3	0	5	6	1	1	0	2	3	0	0	0	0	-0.0259371655919902	-1.27406722411187	-1.37042919259829	0.393486670131016	0.757684851590876	11.6232308229334	1.72071880170566	0.329658359713391	1.71935471935729	-0.603893083409747	-0.55997665711549	0.393486670131016	2.62022287136465	1.32155199368902	0	0	0	13.3071476951279
533	Cefmetazole	2.92942536013	0.642662881295464	0	-0.751794873813722	-2.4074255336381	0.495951983284252	-1.66484166351726	1.0838458207357	11.0735645291712	0	4	0	0	5	1	1	0	1	1	0	0	1	0	-0.0276338919125301	-0.751794873813722	-1.48523552907797	0.495951983284252	1.0838458207357	11.8353941290022	1.65824732063035	0.291867929449098	0	-0.751794873813722	0.484449372660502	0.495951983284252	2.54914714207283	1.0838458207357	3.83486942671118	0	5.34115991825768	12.9070996315193
534	Ceftriaxone	2.66112025360599	0.235790787170623	0	-1.7253048134492	-5.0752718353041	0.368899274924752	0	2.15837196512063	3.98956390285809	1.0903705400865	2	0	1	9	2	0	1	1	2	2	0	0	0	0.0415628033538944	-1.02742728034485	-1.566214252485	0.161036025073551	1.04539097274712	11.3177087432045	1.41984389720709	0.194227983816728	1.5026790660498	-0.697877533104356	0.346674436941393	0.207863249851202	2.5441240519336	1.11298099237351	3.98956390285809	0	4.71020964703699	12.8820826936912
535	Sulbenicillin	3.27279782900815	0	0	-4.95608261103008	-3.18271821666122	-0.0132908032039971	-0.845159160599501	1.10532360166289	0	0	0	0	5	3	1	1	0	1	1	0	0	0	0	0	-2.00286979297892	-1.40516241965106	-0.0132908032039971	1.10532360166289	11.3798824908277	1.63639891450407	0	1.59776472342115	-0.675806038464768	-0.656728132611068	-0.0132908032039971	2.29646116780045	1.10532360166289	0	0	0	12.5054738284203
536	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
537	Ceftizoxime	1.27099078507538	0.394610794348348	1.40506561092961	-1.39144717918031	-2.94041377862491	0.47330429869887	0	1.09961600844041	3.96662756303674	1.12818132191148	1	1	1	5	2	0	1	1	1	1	0	0	0	0.394610794348348	-0.876306689342404	-1.42776906268068	0.219533913874192	1.09961600844041	11.0748950279144	1.27099078507538	0.394610794348348	1.53567891582457	-0.515140489837911	-0.126688660031913	0.253770384824678	2.53895502645503	1.09961600844041	3.96662756303674	0	4.65930521241759	12.4601601473923
538	Ceftizoxime	1.27099078507538	0.394610794348348	1.40506561092961	-1.39144717918031	-2.94041377862491	0.47330429869887	0	1.09961600844041	3.96662756303674	1.12818132191148	1	1	1	5	2	0	1	1	1	1	0	0	0	0.394610794348348	-0.876306689342404	-1.42776906268068	0.219533913874192	1.09961600844041	11.0748950279144	1.27099078507538	0.394610794348348	1.53567891582457	-0.515140489837911	-0.126688660031913	0.253770384824678	2.53895502645503	1.09961600844041	3.96662756303674	0	4.65930521241759	12.4601601473923
539	LY097964	2.90225232354811	0.422388572126126	0	-1.40246569769883	-2.32239349470275	0.47452619782481	0	1.13665304547745	3.97822535918	1.12977873544071	1	0	1	6	2	0	1	1	1	1	0	0	0	0.422388572126126	-0.881491874527589	-1.41156535897698	0.220315806878308	1.13665304547745	11.2957283612477	1.62850671753609	0.422388572126126	1.5390122491579	-0.520973823171244	0.545332789171173	0.254210390946502	2.55841836734694	1.13665304547745	3.97822535918	0	4.6750352399658	12.5270968757874
540	Piperacillin	5.09413246473651	0.481691248097151	0	-4.00883027237267	-5.35120019468679	0.393486670131016	-0.820220022949099	3.2722368893291	0	0	3	0	5	6	1	1	0	2	3	0	0	0	0	-0.0259371655919902	-1.27406722411187	-1.37042919259829	0.393486670131016	0.757684851590876	11.6232308229334	1.72071880170566	0.329658359713391	1.71935471935729	-0.603893083409747	-0.55997665711549	0.393486670131016	2.62022287136465	1.32155199368902	0	0	0	13.3071476951279
541	BL-S217	3.10692791792734	0.174226265556151	0	-1.3263872768779	-2.87669120104324	0.920498299016066	0	1.09485591458806	0	0	3	0	4	6	1	0	0	1	1	0	0	1	0	-0.217611006991523	-0.799723324514991	-1.5107638952201	0.920498299016066	1.09485591458806	10.9952419525529	1.89281249158629	0.257136483217555	1.88169053908058	-0.526663952362907	0.298493474394414	0.920498299016066	2.67319866990006	1.09485591458806	0	0	4.8642019048873	12.4970356549415
542	Cephalothin	1.21425127949888	0.221828234762939	0	-1.2908782648862	-2.82958288853022	0.876309645660607	0	1.09565310846561	0	1.4436404440055	3	0	3	6	1	0	0	1	1	0	0	0	0	-0.210763579804435	-0.780474353321576	-1.50540358556186	0.876309645660607	1.09565310846561	10.9490923729647	1.21425127949888	0.266205462123121	1.85854239093243	-0.510403911564626	0.303853784052648	0.876309645660607	2.66255516712858	1.09565310846561	0	0	4.84700641049924	12.3999133125472
543	Piperacillin	5.09413246473651	0.481691248097151	0	-4.00883027237267	-5.35120019468679	0.393486670131016	-0.820220022949099	3.2722368893291	0	0	3	0	5	6	1	1	0	2	3	0	0	0	0	-0.0259371655919902	-1.27406722411187	-1.37042919259829	0.393486670131016	0.757684851590876	11.6232308229334	1.72071880170566	0.329658359713391	1.71935471935729	-0.603893083409747	-0.55997665711549	0.393486670131016	2.62022287136465	1.32155199368902	0	0	0	13.3071476951279
544	Cefaclor	0	0.232564354636865	0	-2.28001508216455	-2.83642396400964	0.618788029100529	0	1.04644935752079	0	0	1	0	5	5	1	0	1	1	1	0	0	0	0	0.232564354636865	-0.915387552140198	-1.50980233734653	0.618788029100529	1.04644935752079	11.1583778611981	0	0.232564354636865	1.80324112070574	-0.527941337028639	0.0512624774682862	0.618788029100529	2.58291005291005	1.04644935752079	0	0	0	12.2636093614401
545	Nalidixic acid	3.670205813807	0.535231481481481	1.28416666666667	0	-2.3315943877551	1.58513888888889	0	1.6337962962963	4.2573365457294	0	1	1	2	3	3	0	0	0	1	0	0	0	0	0.535231481481481	0	-1.45863425925926	0.304768518518519	1.6337962962963	10.8556834215168	1.85415532879819	0.535231481481481	1.68332577475435	0	-0.328700869236583	0.778055555555556	0	1.6337962962963	4.2573365457294	0	0	11.8751927437642
546	BL-S217	3.10692791792734	0.174226265556151	0	-1.3263872768779	-2.87669120104324	0.920498299016066	0	1.09485591458806	0	0	3	0	4	6	1	0	0	1	1	0	0	1	0	-0.217611006991523	-0.799723324514991	-1.5107638952201	0.920498299016066	1.09485591458806	10.9952419525529	1.89281249158629	0.257136483217555	1.88169053908058	-0.526663952362907	0.298493474394414	0.920498299016066	2.67319866990006	1.09485591458806	0	0	4.8642019048873	12.4970356549415
547	Cefuroxime	1.24608868722873	-0.253052889186998	0	-1.68560080204922	-4.49790656150772	0.130077177985833	0	0.980319822373394	0	0	2	0	3	7	1	0	1	1	1	1	0	0	0	-0.386596445498412	-1.00233596833795	-1.60303980504558	0.130077177985833	0.980319822373394	10.7809573461071	1.24608868722873	0.133543556311414	1.54923683537688	-0.683264833711263	0.167033891099548	0.130077177985833	2.50000887083228	0.980319822373394	0	0	4.64592262708195	12.5425992063492
